code,filename,group,use,size,prompt,negative,notes
IMG-INT-014,bg-interior-cargo-bay.webp,Interior ARK-01,Carga,2560x1440,"organized cargo bay with modular containers, robotic rail system and central aisle, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD","Não aceitar instrumentos prontos. Medidores, botões, textos e luzes de estado serão sobrepostos por código."
IMG-INT-015,bg-interior-comms.webp,Interior ARK-01,Comunicação,2560x1440,"deep-space communications room with antenna hardware, blank screens and isolated operator station, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD","Não aceitar instrumentos prontos. Medidores, botões, textos e luzes de estado serão sobrepostos por código."
IMG-INT-016,bg-interior-maintenance-tunnel.webp,Interior ARK-01,Túnel de manutenção,2560x1440,"narrow spacecraft service tunnel with pipes, cables, access panels and utility lights, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD","Não aceitar instrumentos prontos. Medidores, botões, textos e luzes de estado serão sobrepostos por código."
IMG-INT-017,bg-interior-escape-module.webp,Interior ARK-01,Módulo de fuga,2560x1440,"emergency lifeboat compartment with compact seats, sealed hatches and equipment racks, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD","Não aceitar instrumentos prontos. Medidores, botões, textos e luzes de estado serão sobrepostos por código."
IMG-INT-018,bg-interior-fabrication.webp,Interior ARK-01,Oficina de fabricação,2560x1440,"onboard workshop with metal and polymer printers, milling unit, spare racks and workbench, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD","Não aceitar instrumentos prontos. Medidores, botões, textos e luzes de estado serão sobrepostos por código."
IMG-INT-019,bg-interior-centrifuge.webp,Interior ARK-01,Anel de gravidade,2560x1440,"interior corridor of rotating gravity ring, curved floor, handrails, realistic centrifugal architecture, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD","Não aceitar instrumentos prontos. Medidores, botões, textos e luzes de estado serão sobrepostos por código."
IMG-INT-020,bg-interior-quarantine.webp,Interior ARK-01,Quarentena,2560x1440,"sealed biosafety quarantine room, observation glass, decontamination equipment, blank status panels, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD","Não aceitar instrumentos prontos. Medidores, botões, textos e luzes de estado serão sobrepostos por código."
IMG-MSN-001,bg-mission-countdown-pad.webp,Missão,Contagem,2560x1440,"heavy interstellar launch vehicle on pad at night, vapor, service tower, distant storm clouds, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-002,bg-mission-liftoff.webp,Missão,Decolagem,2560x1440,"colossal launch vehicle lifting off, realistic exhaust and sound suppression, safe camera distance, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-003,bg-mission-ascent.webp,Missão,Ascensão,2560x1440,"vehicle climbing through upper atmosphere over cloud deck, Earth curvature beginning, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-004,bg-mission-stage-separation.webp,Missão,Separação,2560x1440,"clean stage separation in near space, spent booster drifting, precise mechanical detail, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-005,bg-mission-earth-orbit.webp,Missão,Órbita terrestre,2560x1440,"ARK-01 assembled in Earth orbit, planet filling background, radiators deployed, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-006,bg-mission-departure-burn.webp,Missão,Queima de partida,2560x1440,"ARK-01 performing long departure burn away from Earth, restrained plume, Moon and Earth behind, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-007,bg-mission-deep-cruise.webp,Missão,Cruzeiro profundo,2560x1440,"ARK-01 in deep interstellar cruise, dark star field, faint radiator glow, immense loneliness, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-008,bg-mission-solar-flare.webp,Missão,Erupção estelar,2560x1440,"spacecraft near violent stellar flare at safe distance, energetic particles interacting with shielding subtly, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-009,bg-mission-micrometeor-storm.webp,Missão,Micrometeoros,2560x1440,"ARK-01 crossing micrometeor stream, small impacts and defensive orientation, restrained realism, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-010,bg-mission-eva-repair.webp,Missão,Reparo EVA,2560x1440,"two astronauts repairing external hull with tethers, damaged radiator and distant star, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-011,bg-mission-unknown-signal.webp,Missão,Sinal desconhecido,2560x1440,"deep space with distant ambiguous artificial-looking object and geometric radio source, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-012,bg-mission-arrival-system.webp,Missão,Chegada,2560x1440,"ARK-01 entering a new star system with several planets and dramatic depth, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-013,bg-mission-orbital-insertion.webp,Missão,Inserção orbital,2560x1440,"ARK-01 braking above large blue-green planet, atmospheric limb and engine plume, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-014,bg-mission-atmospheric-entry.webp,Missão,Entrada,2560x1440,"landing craft entering alien atmosphere with plasma sheath, realistic orientation, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-015,bg-mission-landing-descent.webp,Missão,Descida,2560x1440,"landing craft descending over rugged alien valley, dust and safe site visible, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-016,bg-mission-emergency-landing.webp,Missão,Pouso de emergência,2560x1440,"damaged landing craft approaching rough terrain in storm, asymmetric plume, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-017,bg-mission-loss-of-contact.webp,Missão,Perda de contato,2560x1440,"empty mission control under emergency red lighting, one central screen area dark, no text, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-MSN-018,bg-mission-ark-damaged.webp,Missão,Nave avariada,2560x1440,"ARK-01 drifting with localized hull damage, venting gas and dark module, no total destruction, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-001,bg-planet-aurelia-orbit.webp,Planetas,Aurelia em órbita,2560x1440,"orbital view of Aurelia, temperate blue-green exoplanet, continents, oceans, clouds and thin aurora, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-002,bg-planet-aurelia-surface.webp,Planetas,Aurelia superfície,2560x1440,"broad river valley, dark green alien vegetation with plausible ecology, twin moons faintly visible, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-003,bg-planet-nereid-orbit.webp,Planetas,Nereid em órbita,2560x1440,"global ocean exoplanet with powerful storms and volcanic island chains, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-004,bg-planet-nereid-surface.webp,Planetas,Nereid superfície,2560x1440,"ocean beside black volcanic island, heavy waves, possible landing platform, dramatic weather, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-005,bg-planet-cinder-orbit.webp,Planetas,Cinder em órbita,2560x1440,"hot arid planet, iron deserts, canyons, dusty atmosphere and polar ice remnants, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-006,bg-planet-cinder-surface.webp,Planetas,Cinder superfície,2560x1440,"red-brown canyon basin, high winds, mineral deposits and harsh sunlight, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-007,bg-planet-umbra-orbit.webp,Planetas,Umbra em órbita,2560x1440,"frozen exoplanet with cracked ice shell, dark ocean fractures and faint atmosphere, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-008,bg-planet-umbra-surface.webp,Planetas,Umbra superfície,2560x1440,"glacial plains, ice ridges, distant geysers and low blue light, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-009,bg-planet-verdant-orbit.webp,Planetas,Verdant em órbita,2560x1440,"cloud-covered super-earth with vast forests and uncertain atmospheric chemistry, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-010,bg-planet-verdant-surface.webp,Planetas,Verdant superfície,2560x1440,"towering alien forest, mist and bioluminescent microorganisms, beautiful but potentially toxic, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-011,bg-planet-barren-orbit.webp,Planetas,Barren em órbita,2560x1440,"sterile airless mineral world, cratered surface and valuable metals, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-012,bg-planet-barren-surface.webp,Planetas,Barren superfície,2560x1440,"airless mineral plain with sharp shadows, rover tracks and distant ringed planet, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-013,bg-planet-gas-giant.webp,Planetas,Gigante gasoso,2560x1440,"majestic gas giant with turbulent bands, rings and multiple moons, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-014,bg-planet-anomaly.webp,Planetas,Anomalia,2560x1440,"dark rogue world with geometric subsurface lights barely visible through fractures, ambiguous artificial origin, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-015,bg-planet-orbit-map-neutral.webp,Planetas,Mapa orbital neutro,2560x1440,"clean top-down scientific visualization of a fictional star system on dark space, planets without labels, empty areas for coded orbit lines, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-PLN-016,bg-planet-cave-habitat.webp,Planetas,Caverna habitável,2560x1440,"vast lava tube on alien planet, ice deposits, stable shelter potential, expedition lights, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-001,bg-colony-first-step.webp,Colônia,Primeiro passo,2560x1440,"first landing site on Aurelia, crew descending ramp, modular cargo and untouched valley, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-002,bg-colony-habitat-deployment.webp,Colônia,Implantação de habitat,2560x1440,"inflatable and rigid modules deployed by robots, realistic construction sequence, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-003,bg-colony-solar-farm.webp,Colônia,Fazenda solar,2560x1440,"solar and battery field beside early colony, maintenance rovers, changing weather, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-004,bg-colony-reactor-site.webp,Colônia,Reator da colônia,2560x1440,"compact shielded surface reactor separated from habitat, cooling equipment and perimeter, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-005,bg-colony-water-extraction.webp,Colônia,Extração de água,2560x1440,"ice or groundwater extraction facility with pipes toward settlement, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-006,bg-colony-greenhouse.webp,Colônia,Estufa,2560x1440,"pressurized greenhouse interior on alien planet, abundant crops and condensation, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-007,bg-colony-medical-crisis.webp,Colônia,Crise médica,2560x1440,"colony clinic prepared for emergency, empty beds and alarm lighting, no patients, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-008,bg-colony-dust-storm.webp,Colônia,Tempestade,2560x1440,"early colony under severe dust storm, structures sealed and emergency lights, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-009,bg-colony-night.webp,Colônia,Noite da colônia,2560x1440,"colony beneath unfamiliar stars and moons, warm habitat lights and quiet optimism, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-010,bg-colony-expanded.webp,Colônia,Colônia expandida,2560x1440,"mature plausible settlement with habitats, research, agriculture, transit and landing zone, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
